Label;degree;weighted degree;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;Authority;Hub;modularity_class;pageranks;componentnumber;clustering;triangles;eigencentrality
"долгоозёрная улица";2;2;15;0.132853;0.151982;0.001094;0.008347;0.008347;9;0.000706;0;0;0;0.055494
"глухарская улица";3;3;14;0.144572;0.164558;0.001296;0.021035;0.021035;9;0.000914;0;0;0;0.112046
"проспект непокоренных";1;1;17;0.119159;0.134038;0;0.003011;0.003011;10;0.000435;0;0;0;0.031589
"улица ильюшина";4;4;14;0.145299;0.167649;0.001254;0.028823;0.028823;9;0.001054;0;0.166667;1;0.163152
"улица академика лебедева";1;1;17;0.108375;0.115604;0;0.000231;0.000231;5;0.000677;0;0;0;0.004839
"дворцовая улица";2;2;15;0.154216;0.175691;0.002932;0.007175;0.007175;13;0.000672;0;0;0;0.078535
"яхтенная улица";8;8;13;0.173504;0.207564;0.031196;0.104183;0.104183;9;0.002088;0;0.107143;3;0.502109
"туристская улица";5;5;14;0.158849;0.184992;0.003296;0.055535;0.055534;9;0.001264;0;0.1;1;0.29857
"улица генерала хазова";4;4;14;0.165743;0.191808;0.007219;0.024626;0.024626;9;0.001192;0;0;0;0.188627
"карельский переулок";2;2;14;0.157465;0.179164;0.000141;0.024222;0.024221;9;0.000634;0;0;0;0.124969
"бульвар алексея толстого";2;2;14;0.148307;0.166429;0.000368;0.00975;0.00975;9;0.000717;0;0;0;0.064374
"приморский проспект";4;4;14;0.149431;0.172018;0.025282;0.033513;0.033513;9;0.001376;0;0.166667;1;0.163023
"липовая аллея";2;2;14;0.145008;0.164639;0.000384;0.019939;0.019939;9;0.000629;0;0;0;0.098209
"торфяная дорога";4;4;15;0.131603;0.151163;0.000071;0.029164;0.029164;9;0.001075;0;0.333333;2;0.168516
"гаккелевская улица";5;5;15;0.133098;0.154573;0.000267;0.033636;0.033636;9;0.001266;0;0.3;3;0.202859
"стародеревенская улица";3;3;15;0.131503;0.149913;0.000011;0.026055;0.026055;9;0.000815;0;0.333333;1;0.148962
"политехническая улица";2;2;17;0.121259;0.136126;0.001123;0.007975;0.007975;10;0.000792;0;0;0;0.03597
"улица курчатова";2;2;17;0.111857;0.123288;0.000208;0.001521;0.001521;12;0.000899;0;0;0;0.013546
"институтский проспект";2;2;16;0.120904;0.132814;0.001391;0.001649;0.001649;12;0.000918;0;0;0;0.013284
"проспект девятого января";1;1;17;0.122044;0.133927;0;0.00047;0.00047;11;0.000542;0;0;0;0.013388
"улица чудновского";3;3;20;0.096045;0.107829;0.000005;0.000033;0.000033;4;0.000994;0;0;0;0.041256
"бугровский путепровод";1;1;16;0.134127;0.150545;0;0.012358;0.012358;10;0.000453;0;0;0;0.047818
"верхняя улица";2;2;16;0.134169;0.151314;0;0.014738;0.014738;10;0.000805;0;1;1;0.061289
6-й верхний переулок;2;2;16;0.134169;0.151314;0.001152;0.013008;0.013008;10;0.000824;0;0;0;0.054261
5-й верхний переулок;2;2;16;0.134169;0.151314;0.001152;0.013008;0.013008;10;0.000824;0;0;0;0.054261
1-й верхний переулок;3;3;16;0.13419;0.151891;0.002307;0.015063;0.015063;10;0.001241;0;0.333333;1;0.064547
"шоссейная улица";4;4;15;0.168644;0.196795;0.015671;0.036153;0.036153;18;0.001371;0;0;0;0.185843
"бугры";1;1;17;0.118329;0.129517;0;0.00238;0.00238;10;0.000524;0;0;0;0.013471
"морская набережная";2;2;23;0.076073;0.083275;0.000001;0;0;0;0.000902;0;0;0;0.013961
"сестрорецк";3;3;14;0.144356;0.16196;0.009195;0.026812;0.026812;16;0.000649;0;0;0;0.108268
"лахтинский проспект";1;1;13;0.165237;0.189004;0;0.03885;0.03885;16;0.000419;0;0;0;0.151192
"транспортная улица";5;5;13;0.165584;0.192272;0.004018;0.058007;0.058007;16;0.001647;0;0.3;3;0.234884
"приморского шоссе";1;1;13;0.165237;0.189004;0;0.03885;0.03885;16;0.000419;0;0;0;0.151192
"приморское шоссе боковой проезд приморского шоссе";2;2;13;0.165332;0.189966;0;0.048017;0.048017;16;0.000699;0;1;1;0.188997
"улица токарева";3;3;12;0.168448;0.193417;0.006548;0.049645;0.049645;16;0.001036;0;0.333333;1;0.201608
"северный переулок";2;2;12;0.171581;0.196345;0.002434;0.042814;0.042814;16;0.000693;0;0;0;0.18306
"рощинское шоссе";2;2;13;0.1653;0.189773;0.000318;0.044223;0.044223;13;0.000742;0;0;0;0.17594
"средневыборгское шоссе";3;3;13;0.165363;0.190542;0.004611;0.040892;0.040892;16;0.001375;0;0;0;0.162946
"автомобильная дорога а123";2;2;13;0.1653;0.189773;0.002307;0.039845;0.039845;16;0.000886;0;0;0;0.156716
"марьино";2;2;15;0.159669;0.181359;0.002307;0.039435;0.039435;12;0.000804;0;0;0;0.123783
"порошкино";2;2;16;0.148383;0.167595;0.000319;0.017266;0.017266;12;0.000607;0;0;0;0.073499
"подъезд к трк ""мега парнас""";2;2;15;0.151839;0.172757;0.000734;0.019133;0.019134;12;0.000678;0;0;0;0.07619
"улица советов";1;1;16;0.141783;0.157266;0;0.004682;0.004682;12;0.00043;0;0;0;0.034935
"улица дорожников";2;2;15;0.155404;0.17482;0;0.013135;0.013135;12;0.000669;0;1;1;0.101168
"улица калинина";1;1;15;0.151573;0.1702;0;0.008363;0.008363;13;0.000457;0;0;0;0.05264
"улица новые места";1;1;15;0.151573;0.1702;0;0.008363;0.008363;13;0.000457;0;0;0;0.05264
"кузьминское шоссе";2;2;14;0.159287;0.183725;0.000472;0.014787;0.014787;13;0.000694;0;0;0;0.11066
"улица маршала говорова";1;1;17;0.122078;0.134939;0;0.000572;0.000572;2;0.000557;0;0;0;0.016565
"коннолахтинский проспект";2;2;15;0.153261;0.172241;0.013761;0.013689;0.013689;13;0.000895;0;0;0;0.055042
1-я конная лахта;2;2;16;0.133118;0.146227;0.011481;0.00222;0.00222;13;0.001021;0;0;0;0.01545
3-я конная лахта;2;2;17;0.117623;0.127571;0.009195;0.00036;0.00036;13;0.0011;0;0;0;0.010265
"коннолахтинская дорога";2;2;18;0.105333;0.113362;0.006904;0.000058;0.000058;13;0.001161;0;0;0;0.009622
"ивинская улица";2;2;19;0.095348;0.102046;0.004608;0.000009;0.000009;13;0.001226;0;0;0;0.009227
"юнтоловский проспект";2;2;20;0.087074;0.092635;0.002307;0.000002;0.000002;13;0.001316;0;0;0;0.007847
"гладышевский проспект";1;1;21;0.080107;0.084185;0;0;0;13;0.000732;0;0;0;0.004417
"улица дмитрия устинова";4;4;17;0.124676;0.137521;0.002687;0.000325;0.000325;17;0.000822;0;0;0;0.043364
"прибрежная улица";3;3;17;0.124676;0.137521;0.001919;0.000301;0.000301;17;0.000822;0;0;0;0.033533
"советский проспект";5;5;15;0.160526;0.182698;0.034293;0.00899;0.00899;17;0.001477;0;0;0;0.094602
"тепловозная улица";3;3;18;0.110898;0.119961;0.000001;0.00015;0.00015;17;0.000581;0;0;0;0.033705
"караваевская улица";2;2;18;0.110898;0.119961;0.000001;0.000099;0.000099;17;0.000581;0;0;0;0.021635
"усть-ижора";7;7;15;0.1602;0.18252;0.007713;0.016937;0.016936;14;0.001089;0;0;0;0.15185
"жуков переулок";2;2;16;0.138609;0.152904;0.006832;0.001495;0.001495;17;0.000798;0;0;0;0.027434
"петрозаводское шоссе";4;4;14;0.179764;0.206547;0.034784;0.034047;0.034047;18;0.001311;0;0;0;0.183227
"металлострой";3;3;16;0.142928;0.159253;0.000284;0.00674;0.00674;14;0.000545;0;0;0;0.078238
"понтонный";4;4;15;0.147224;0.164345;0.001145;0.019448;0.019448;14;0.000435;0;0;0;0.113955
"загородная улица";3;3;14;0.174939;0.198517;0.004953;0.020913;0.020912;6;0.00081;0;0;0;0.132861
"челябинская улица";2;2;18;0.105462;0.114888;0.004608;0.000044;0.000044;17;0.001126;0;0;0;0.010686
"челябинский мост";2;2;19;0.095432;0.102759;0.002307;0.000007;0.000007;17;0.00125;0;0;0;0.008027
"шуваловский проспет";1;1;15;0.129946;0.143736;0;0.004502;0.004502;9;0.000458;0;0;0;0.025078
"выборгская набережная";2;2;15;0.131384;0.145925;0.002792;0.005438;0.005437;7;0.000878;0;0;0;0.032446
"зсд";2;2;15;0.130337;0.145026;0.018305;0.005435;0.005435;15;0.000896;0;0;0;0.032437
"домостроительная улица";2;2;17;0.118346;0.130094;0.000001;0.004111;0.004111;10;0.000874;0;0;0;0.022547
"гостилицкая улица";2;2;15;0.147449;0.166949;0.006819;0.008798;0.008798;18;0.00079;0;0;0;0.054059
"ульяновская улица";2;2;15;0.146354;0.164436;0.002894;0.008752;0.008752;18;0.00085;0;0;0;0.046143
"тихоокеанская улица";1;1;15;0.146107;0.163063;0;0.008519;0.008519;13;0.00047;0;0;0;0.040064
"красногородская улица";2;2;15;0.140838;0.156114;0.004608;0.004496;0.004496;13;0.001071;0;0;0;0.026963
"нарвская улица";2;2;16;0.123504;0.134169;0.002307;0.000729;0.000729;13;0.001213;0;0;0;0.010042
"кингисеппское шоссе";1;1;17;0.109942;0.117277;0;0.000115;0.000115;13;0.000689;0;0;0;0.004646
"улица спирина";2;2;15;0.140747;0.15573;0.002307;0.004493;0.004493;13;0.001111;0;0;0;0.025587
"геологическая улица";1;1;16;0.123399;0.133181;0;0.00071;0.00071;13;0.000645;0;0;0;0.006592
"дорога к госплемзаводу ""лесное""";1;1;15;0.143069;0.157948;0;0.002769;0.002769;13;0.000497;0;0;0;0.022529
"главная улица";2;2;14;0.170267;0.191628;0.001068;0.020104;0.020104;3;0.000709;0;0;0;0.117027
"садовая улица – детскосельская улица";2;2;14;0.170301;0.191724;0.001498;0.018236;0.018236;3;0.000721;0;0;0;0.101335
"дорога на александровку";2;2;14;0.170067;0.190897;0.002307;0.017744;0.017744;3;0.00088;0;0;0;0.094017
"кадетский бульвар";4;4;14;0.170367;0.19307;0.002821;0.023643;0.023643;3;0.001372;0;0;0;0.14215
"горское шоссе";2;2;14;0.150442;0.1722;0.002307;0.022551;0.022551;16;0.000863;0;0;0;0.081097
"проспект маршака";1;1;17;0.122527;0.13341;0;0.000896;0.000896;18;0.000574;0;0;0;0.008539
"павловск";1;1;16;0.136171;0.147846;0;0.002797;0.002797;3;0.000344;0;0;0;0.021708
"тярлево";3;3;15;0.157608;0.176223;0.002307;0.017702;0.017702;3;0.000603;0;0;0;0.131931
"сестрорецкое шоссе";1;1;15;0.15291;0.172511;0;0.01444;0.01444;18;0.000458;0;0;0;0.064931
"новое шоссе";2;2;15;0.153072;0.173722;0.001943;0.014891;0.014891;18;0.000846;0;0;0;0.071062
"центральный проезд";2;2;15;0.152964;0.17328;0.002307;0.01481;0.01481;18;0.000946;0;0;0;0.069121
"санинское шоссе";2;2;15;0.153126;0.173819;0.003322;0.014824;0.014824;18;0.000863;0;0;0;0.070856
"бабигонская дорога";2;2;15;0.153642;0.174614;0.006843;0.014832;0.014832;18;0.000863;0;0;0;0.072396
"октябрьский бульвар";5;5;15;0.167991;0.194236;0.002843;0.031774;0.031773;18;0.00141;0;0;0;0.231874
"улица вячеслава шишкова";2;2;15;0.142248;0.158139;0.000103;0.005432;0.005432;9;0.000731;0;0;0;0.043712
"ахматовская улица";2;2;15;0.159492;0.179452;0;0.016017;0.016017;18;0.000651;0;1;1;0.126701
"московская улица";2;2;14;0.163678;0.184154;0.000403;0.013813;0.013813;18;0.000664;0;0;0;0.115112
"захаржевская улица";2;2;15;0.154628;0.171134;0.000027;0.006539;0.006539;3;0.000758;0;0;0;0.05211
"улица александра матросова";3;3;16;0.146009;0.162002;0.002492;0.003655;0.003655;3;0.001205;0;0;0;0.044254
"дорога к казанскому кладбищу";1;1;16;0.137685;0.150529;0;0.002672;0.002672;13;0.000507;0;0;0;0.018467
"широкая улица";2;2;15;0.156048;0.176354;0.00006;0.013474;0.013474;18;0.000651;0;0;0;0.10364
"вишерская улица";1;1;16;0.144911;0.159562;0;0.003367;0.003367;18;0.000436;0;0;0;0.02972
"заводской проспект";5;5;16;0.149819;0.169;0.005416;0.005292;0.005292;14;0.001481;0;0.1;1;0.077244
"бульвар трудящихся";4;4;15;0.157037;0.176708;0.005229;0.007061;0.007061;14;0.001151;0;0.166667;1;0.087438
"васнецовский проспект";1;1;20;0.087127;0.09241;0;0.000001;0.000001;17;0.000704;0;0;0;0.004436
"левашовское шоссе";1;1;15;0.130789;0.144348;0;0.003564;0.003564;16;0.00054;0;0;0;0.014142
"улица веры слуцкой";3;3;15;0.14823;0.164722;0.001107;0.00412;0.00412;14;0.000915;0;0.333333;1;0.067041
"улица машиностроителей";2;2;16;0.13701;0.150277;0.000003;0.001952;0.001952;14;0.000669;0;0;0;0.035583
"оборонный мост";2;2;17;0.134335;0.147162;0;0.001066;0.001066;14;0.000703;0;1;1;0.030486
"пролетарская улица";7;7;14;0.167991;0.192954;0.022768;0.013719;0.013719;14;0.002025;0;0.095238;2;0.159066
"большой ижорский мост";2;2;15;0.149457;0.165452;0;0.002887;0.002887;14;0.000678;0;1;1;0.051839
"улица пограничников";2;2;14;0.144308;0.157903;0.001152;0.004172;0.004172;16;0.000815;0;0;0;0.037791
"улица борисова";2;2;14;0.144308;0.157903;0.001152;0.004172;0.004172;16;0.000815;0;0;0;0.037791
"бульвар свободы";4;4;14;0.158908;0.179008;0.004161;0.0072;0.0072;14;0.001274;0;0.166667;1;0.077224
"дорога к домостроительному комбинату";2;2;14;0.15318;0.171506;0.003448;0.007568;0.007568;14;0.000865;0;0;0;0.058861
"дорога на дск";2;2;14;0.15318;0.171506;0.003448;0.007568;0.007568;14;0.000865;0;0;0;0.058861
"новодеревенская улица";2;2;14;0.153072;0.170929;0.00036;0.008571;0.008571;14;0.000773;0;0;0;0.066443
"северская улица";2;2;14;0.153072;0.170929;0.002307;0.007354;0.007354;14;0.000958;0;0;0;0.053329
"автозаводской проезд";1;1;17;0.126366;0.139028;0;0.00052;0.00052;1;0.000491;0;0;0;0.016702
"проспект будённого";2;2;17;0.122596;0.135918;0.002307;0.000451;0.000451;16;0.00104;0;0;0;0.017926
"нелидово";1;1;17;0.121123;0.130372;0;0.001011;0.001011;12;0.000614;0;0;0;0.006321
"западная двина";2;2;16;0.137794;0.151814;0.002307;0.006396;0.006396;12;0.001038;0;0;0;0.023775
"санкт-петербургский проспект";9;9;16;0.143496;0.167745;0.016631;0.002522;0.002522;18;0.003088;0;0;0;0.113699
"петергофская улица";3;3;16;0.131344;0.14835;0.003328;0.000695;0.000695;18;0.001227;0;0;0;0.044931
"разводная улица";4;4;16;0.140907;0.159474;0.002517;0.001902;0.001902;18;0.001386;0;0;0;0.065625
"собственный проспект бобыльская дорога";2;2;17;0.126532;0.141752;0.000514;0.000466;0.000466;18;0.000796;0;0;0;0.036114
"рубинштейнская улица";2;2;16;0.131304;0.147581;0.001021;0.000678;0.000678;18;0.000784;0;0;0;0.040624
"мастеровой переулок";2;2;17;0.125579;0.140376;0.000139;0.000496;0.000496;18;0.000778;0;0;0;0.036373
"бобыльская дорога";2;2;17;0.126532;0.141752;0.000514;0.000466;0.000466;18;0.000796;0;0;0;0.036114
"бульвар красных курсантов";5;5;16;0.133838;0.151716;0.006653;0.001768;0.001768;18;0.001881;0;0;0;0.05152
"заячий проспект";1;1;17;0.116111;0.126805;0;0.00011;0.00011;18;0.00052;0;0;0;0.011812
"чичеринская улица";3;3;17;0.121514;0.134987;0.001111;0.000589;0.000589;18;0.001271;0;0;0;0.026017
"улица халтурина";3;3;17;0.122909;0.13673;0.00063;0.000427;0.000427;18;0.001169;0;0;0;0.032984
"ботаническая улица";2;2;16;0.12875;0.142451;0.000806;0.001476;0.001476;18;0.000894;0;0;0;0.018311
"гостилицкое шоссе";2;2;17;0.121701;0.133963;0.000876;0.000485;0.000485;18;0.000938;0;0;0;0.015929
"зеленогорск";1;1;18;0.091668;0.096912;0;0.000018;0.000018;16;0.000669;0;0;0;0.004438
"комарово";2;2;17;0.100908;0.108182;0.002307;0.000114;0.000114;16;0.001167;0;0;0;0.008062
"репино";2;2;16;0.112189;0.121525;0.004608;0.000705;0.000705;16;0.001001;0;0;0;0.011112
"солнечное";2;2;15;0.126274;0.138614;0.006904;0.004349;0.004349;16;0.000782;0;0;0;0.023984
"улица белинского";2;2;16;0.130828;0.142839;0.002489;0.000535;0.000535;7;0.000976;0;0;0;0.016535
"литейный проспект";2;2;16;0.120266;0.130137;0.001172;0.000226;0.000226;7;0.001;0;0;0;0.010886
"пироговская набережная";2;2;16;0.121191;0.131797;0.001266;0.000895;0.000895;7;0.000971;0;0;0;0.012786
e18;2;2;16;0.115538;0.126429;0.016036;0.000882;0.000882;15;0.001013;0;0;0;0.012687
e75;2;2;17;0.103733;0.112496;0.013761;0.000143;0.000143;15;0.001082;0;0;0;0.009984
hämeentie;2;2;18;0.094096;0.101545;0.011481;0.000023;0.000023;15;0.001125;0;0;0;0.009662
sturenkatu;2;2;19;0.08608;0.092642;0.009195;0.000004;0.000004;15;0.001159;0;0;0;0.009621
helsinginkatu;2;2;20;0.079308;0.085196;0.006904;0.000001;0.000001;15;0.001194;0;0;0;0.009561
mannerheimintie;2;2;21;0.073512;0.078796;0.004608;0;0;15;0.001246;0;0;0;0.009222
pohjoinen rautatiekatu;2;2;22;0.068494;0.073087;0.002307;0;0;15;0.001329;0;0;0;0.007846
eteläinen rautatiekatu;1;1;23;0.064108;0.067501;0;0;0;15;0.000738;0;0;0;0.004417
"гуммолосаровская улица";3;3;15;0.163647;0.184407;0.001935;0.017892;0.017892;3;0.000958;0;0.333333;1;0.127034
"ольгино";1;1;16;0.137706;0.150891;0;0.006232;0.006232;12;0.000515;0;0;0;0.020156
"улица григорьева";1;1;16;0.10527;0.110899;0;0.000043;0.000043;16;0.000671;0;0;0;0.004556
"ермоловский проспект";2;2;15;0.117639;0.125774;0.002307;0.000271;0.000271;16;0.001171;0;0;0;0.008987
"улица коммунаров";2;2;14;0.133262;0.14451;0.004608;0.001671;0.001671;16;0.001008;0;0;0;0.017167
"набережная реки сестры";2;2;15;0.126164;0.135482;0.000001;0.001319;0.001319;16;0.000866;0;0;0;0.01818
"приморское шоссе- транспортная улица";2;2;13;0.151282;0.16729;0.000595;0.009526;0.009526;16;0.000763;0;0;0;0.050835
"тарховский проспект";3;3;15;0.130415;0.142102;0.009558;0.000471;0.000471;17;0.001321;0;0;0;0.019722
"федотовская дорожка";2;2;16;0.115477;0.124107;0.006904;0.000076;0.000076;17;0.001037;0;0;0;0.012018
"проспект красных командиров";2;2;17;0.103584;0.110481;0.004608;0.000012;0.000012;17;0.001152;0;0;0;0.009703
"большая горская улица";2;2;18;0.093892;0.099482;0.002307;0.000002;0.000002;17;0.001267;0;0;0;0.00792
"проспект муромцева";1;1;19;0.085842;0.089873;0;0;0;17;0.000711;0;0;0;0.004426
"дегтярёв переулок";2;2;14;0.142131;0.158161;0;0.011132;0.011131;16;0.000765;0;1;1;0.050013
"улица инструментальщиков";3;3;13;0.145739;0.162105;0.000126;0.012431;0.012431;16;0.001102;0;0.333333;1;0.0586
"белоостровское шоссе";2;2;16;0.139659;0.154456;0.000513;0.002855;0.002855;18;0.000915;0;0;0;0.020563
"пограничная улица";2;2;16;0.144717;0.160226;0.000895;0.003175;0.003175;18;0.0009;0;0;0;0.02746
"средневыборгский путепровод";1;1;14;0.141922;0.156692;0;0.006462;0.006462;16;0.000562;0;0;0;0.02631
"линдуловская дорога";1;1;14;0.141922;0.156692;0;0.006462;0.006462;16;0.000562;0;0;0;0.02631
4-й рыбацкий проезд;2;2;16;0.130671;0.144114;0.002307;0.001423;0.001423;14;0.000877;0;0;0;0.02143
"адмиралтейский мост";2;2;15;0.141228;0.156471;0;0.00201;0.00201;14;0.000703;0;1;1;0.040951
"площадь коммуны";2;2;15;0.139816;0.155182;0.000007;0.002111;0.002111;14;0.000709;0;0;0;0.043909
"соборная улица";3;3;15;0.161003;0.180128;0.003272;0.005915;0.005915;6;0.000928;0;0;0;0.062788
"заводская улица";2;2;15;0.152829;0.169202;0.002164;0.005597;0.005597;18;0.000847;0;0;0;0.037176
"набережная комсомольского канала";3;3;15;0.14281;0.158909;0.000501;0.002043;0.002043;6;0.000962;0;0.333333;1;0.056916
"лагерное шоссе";3;3;16;0.143686;0.160295;0.003197;0.003087;0.003087;18;0.001404;0;0;0;0.033336
"вознесенское шоссе";2;2;16;0.141574;0.157574;0.006904;0.002867;0.002867;18;0.001005;0;0;0;0.028708
"первомайская улица";1;1;17;0.125652;0.136179;0;0.000488;0.000488;18;0.000571;0;0;0;0.0088
"южная улица";2;2;16;0.137641;0.150884;0.00067;0.001372;0.001372;18;0.000931;0;0;0;0.017352
"северный проезд";1;1;16;0.132691;0.145268;0;0.00234;0.00234;18;0.000575;0;0;0;0.013176
"берёзовая улица";3;3;15;0.154628;0.171653;0.000552;0.005912;0.005912;3;0.001078;0;0;0;0.054179
"березовая улица";2;2;16;0.145788;0.160464;0.00017;0.003031;0.003031;3;0.000772;0;0;0;0.036706
"улица мичурина";4;4;16;0.142224;0.158452;0.000565;0.004818;0.004818;3;0.001419;0;0;0;0.053019
"горная улица";1;1;17;0.127425;0.137344;0;0.000578;0.000578;3;0.000514;0;0;0;0.010608
"бульвар разведчиков";2;2;17;0.123557;0.135619;0.00002;0.000538;0.000538;18;0.000777;0;0;0;0.02571
"бульвар разведчика";3;3;17;0.123592;0.136388;0.000047;0.000617;0.000617;18;0.001108;0;0;0;0.03523
"блан-менильская улица";3;3;16;0.138454;0.153356;0.002071;0.001504;0.001504;18;0.001094;0;0;0;0.038996
"улица шахматова";3;3;16;0.134148;0.149366;0.004761;0.002483;0.002483;18;0.001429;0;0;0;0.023489
"университетский проспект";1;1;17;0.118297;0.128124;0;0.000392;0.000392;18;0.000578;0;0;0;0.007466
"улица свердлова";1;1;18;0.109221;0.118209;0;0.000071;0.000071;16;0.000615;0;0;0;0.005845
"сашинская дорога";2;2;16;0.139031;0.152455;0.001536;0.001149;0.001149;18;0.000934;0;0;0;0.018758
"улица братьев горкушенко";2;2;16;0.131563;0.142524;0.000532;0.000566;0.000566;18;0.000975;0;0;0;0.011847
"санинская дорога";2;2;16;0.134086;0.148139;0.001309;0.002432;0.002432;18;0.000954;0;0;0;0.018611
"финляндская улица";4;4;15;0.132975;0.14653;0.004612;0.002518;0.002518;14;0.001881;0;0;0;0.031928
"дорога к комбинату строительных материалов";1;1;16;0.117384;0.125986;0;0.000398;0.000398;14;0.000573;0;0;0;0.009402
"дорога к ксм";1;1;16;0.117384;0.125986;0;0.000398;0.000398;14;0.000573;0;0;0;0.009402
"елизаветинская улица";2;2;16;0.155321;0.173092;0.006904;0.006413;0.006413;3;0.000872;0;0;0;0.060223
"ростовская улица";1;1;15;0.132772;0.143915;0;0.001162;0.001162;14;0.00058;0;0;0;0.010781
"александровская";1;1;15;0.145372;0.157891;0;0.002804;0.002804;3;0.000547;0;0;0;0.016223
"мариинская улица";2;2;17;0.134544;0.146538;0.004608;0.00104;0.00104;3;0.001055;0;0;0;0.016233
"улица обороны";2;2;18;0.118637;0.127338;0.002307;0.000169;0.000169;3;0.001202;0;0;0;0.008685
"снт павловское-2 0-я линия";1;1;19;0.106068;0.112126;0;0.000027;0.000027;3;0.000684;0;0;0;0.004502
"понтонная улица";2;2;17;0.124105;0.135463;0.004608;0.000465;0.000465;18;0.001134;0;0;0;0.011782
"понтонный проезд";2;2;18;0.110446;0.118943;0.002307;0.000075;0.000075;18;0.001254;0;0;0;0.00814
"колпинская улица";1;1;19;0.099472;0.105505;0;0.000012;0.000012;18;0.000706;0;0;0;0.004445
3-й рыбацкий проезд;1;1;17;0.115585;0.12456;0;0.000225;0.000225;14;0.000545;0;0;0;0.006192
"улица 50-ти лет октября";2;2;16;0.141251;0.156566;0.000934;0.002894;0.002894;18;0.000886;0;0;0;0.027114
"солнечная улица";2;2;16;0.127801;0.141095;0.000091;0.001123;0.001123;18;0.000889;0;0;0;0.018181
"автомобильная дорога а120";2;2;15;0.152319;0.170529;0.002307;0.013314;0.013314;13;0.000969;0;0;0;0.051036
"дорога на подгорное";1;1;16;0.132205;0.143735;0;0.002104;0.002104;13;0.000584;0;0;0;0.009865
"пеники";2;2;15;0.133344;0.149025;0.004608;0.004908;0.004908;16;0.000928;0;0;0;0.026183
"большая ижора";2;2;16;0.117703;0.128778;0.002307;0.000795;0.000795;16;0.001118;0;0;0;0.010216
"лебяжье";1;1;17;0.105321;0.113022;0;0.000126;0.000126;16;0.000648;0;0;0;0.004702
"нагорная улица";1;1;16;0.144332;0.160453;0;0.005713;0.005713;18;0.000464;0;0;0;0.031824
"автомобильная дорога н63";1;1;14;0.141875;0.156403;0;0.006297;0.006297;16;0.000549;0;0;0;0.024682
"серово  молодёжное";2;2;16;0.138233;0.152741;0.013761;0.0064;0.0064;12;0.000945;0;0;0;0.025556
"смолячково";2;2;17;0.121633;0.132348;0.011481;0.001038;0.001038;12;0.001049;0;0;0;0.011547
"приветнинское";2;2;18;0.108565;0.117105;0.009195;0.000168;0.000168;12;0.001116;0;0;0;0.009817
"песочное";2;2;19;0.09801;0.105154;0.006904;0.000027;0.000027;12;0.00117;0;0;0;0.009578
"пески";2;2;20;0.089308;0.09542;0.004608;0.000004;0.000004;12;0.001231;0;0;0;0.009223
"боровое";2;2;21;0.082009;0.087166;0.002307;0.000001;0.000001;12;0.00132;0;0;0;0.007846
"озерки";1;1;22;0.0758;0.079588;0;0;0;12;0.000734;0;0;0;0.004417
