Label;degree;weighted degree;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;Authority;Hub;modularity_class;pageranks;clustering;triangles;eigencentrality;componentnumber
"рабфаковская улица";17;17;5;0.311534;0.337351;0.000185;0.005966;0.005966;7;0.000727;0.654412;89;0.048744;0
"запорожская улица";6;6;5;0.299793;0.319204;0;0.003719;0.003719;1;0.000378;1;15;0.024335;0
"улица грибакиных";6;6;5;0.299793;0.319204;0;0.003719;0.003719;1;0.000378;1;15;0.024335;0
"проспект александровской фермы -улица бабушкина";11;11;5;0.310864;0.333891;0;0.004415;0.004415;7;0.000501;1;55;0.03708;0
"шлиссельбургский проспект";31;31;4;0.357231;0.386101;0.001035;0.009244;0.009244;7;0.001016;0.724868;274;0.093456;0
"улица дмитрия устинова";29;29;4;0.357231;0.386101;0.001035;0.009244;0.009244;7;0.001014;0.706553;248;0.091249;0
"тепловозная улица";35;35;4;0.357231;0.386101;0.001049;0.010277;0.010277;7;0.001019;0.706553;248;0.104129;0
"прибрежная улица";29;29;4;0.357231;0.386101;0.001035;0.009244;0.009244;7;0.001014;0.706553;248;0.091249;0
"советский проспект";47;47;4;0.368153;0.405998;0.009283;0.010551;0.010551;7;0.001711;0.410101;406;0.118666;0
"усть-ижора";29;29;4;0.35002;0.377451;0.000978;0.008451;0.008451;7;0.000918;0.695652;192;0.083541;0
"металлострой";16;16;5;0.320044;0.34481;0.001303;0.005084;0.005084;7;0.000772;0.571429;60;0.043987;0
"задворная улица";11;11;5;0.312996;0.338504;0;0.010278;0.010278;1;0.000469;1;55;0.062535;0
"путепровод александровской фермы";12;12;5;0.309643;0.334487;0;0.012098;0.012098;1;0.000495;1;66;0.069803;0
"понтонный";27;27;4;0.349456;0.375913;0.000798;0.008473;0.008473;7;0.000839;0.744589;172;0.083109;0
"сапёрный";26;26;4;0.349456;0.375913;0.00074;0.008173;0.008173;7;0.000838;0.744589;172;0.080402;0
"казанская улица";14;14;5;0.333462;0.359785;0;0.023563;0.023563;3;0.000533;1;91;0.116315;0
"муринская дорога";35;35;5;0.374352;0.40742;0.000621;0.040226;0.040226;3;0.001121;0.639929;359;0.223531;0
"токсовское шоссе";40;40;4;0.38482;0.418877;0.000989;0.043216;0.043216;3;0.001281;0.564103;418;0.244503;0
"гражданский проспект";86;86;4;0.412464;0.462899;0.007179;0.076893;0.076892;3;0.002597;0.32493;1160;0.459482;0
"улица демьяна бедного";47;47;5;0.394989;0.432795;0.001488;0.050559;0.050558;3;0.00149;0.525439;568;0.294571;0
"улица бонч-бруевича";17;17;5;0.335008;0.362668;0;0.026225;0.026225;3;0.00061;1;136;0.127688;0
"лафонская улица";19;19;5;0.335008;0.362668;0;0.026225;0.026225;3;0.000613;0.973856;149;0.130183;0
"площадь растрелли";17;17;5;0.335008;0.362668;0;0.026225;0.026225;3;0.00061;1;136;0.127688;0
"потёмкинская улица";17;17;5;0.335008;0.362668;0;0.026225;0.026225;3;0.00061;1;136;0.127688;0
"екатерининский проспект";4;4;5;0.327541;0.347962;0;0.00866;0.00866;3;0.000275;1;6;0.04415;0
"учительская улица";18;18;5;0.347495;0.376894;0;0.029147;0.029147;3;0.000632;1;153;0.155802;0
"улица ушинского";57;57;5;0.391069;0.432314;0.002202;0.052939;0.052939;3;0.001779;0.469925;750;0.320159;0
"большой ильинский мост";26;26;5;0.348613;0.381507;0.000057;0.037082;0.037082;3;0.000851;0.778462;253;0.194084;0
"арсенальная улица";25;25;5;0.34107;0.372568;0.000035;0.033227;0.033226;3;0.00083;0.753333;226;0.166127;0
"арсенальная набережная";25;25;5;0.34107;0.372568;0.000035;0.033227;0.033226;3;0.00083;0.753333;226;0.166127;0
"площадь ленина";25;25;5;0.34107;0.372568;0.000035;0.033227;0.033226;3;0.00083;0.753333;226;0.166127;0
"улица прокофьева";69;69;4;0.418234;0.462899;0.01281;0.043899;0.043899;3;0.00239;0.28885;658;0.289005;0
"улица симонова";49;49;5;0.39213;0.430488;0.004812;0.039222;0.039222;3;0.001664;0.443878;522;0.249155;0
"улица композиторов";53;53;4;0.399723;0.440023;0.005358;0.036915;0.036914;3;0.001886;0.343137;455;0.229218;0
"улица сикейроса";25;25;5;0.364133;0.394637;0.00005;0.029824;0.029824;3;0.000863;0.9;270;0.169546;0
"проспект художников";48;48;4;0.384479;0.422338;0.00139;0.044839;0.044838;3;0.001589;0.48227;544;0.261074;0
"улица есенина";34;34;5;0.365514;0.399827;0.000285;0.035097;0.035097;3;0.001145;0.666667;374;0.201654;0
"проспект тореза";46;46;5;0.373224;0.412514;0.00116;0.04426;0.04426;3;0.001466;0.576812;597;0.270487;0
"площадь мужества";41;41;5;0.371306;0.408285;0.000585;0.041811;0.04181;3;0.001313;0.642683;527;0.249766;0
"проспект непокорённых";48;48;5;0.374352;0.414629;0.000975;0.04817;0.04817;3;0.00152;0.554078;625;0.283845;0
"уманский переулок";6;6;5;0.328907;0.350846;0;0.011584;0.011584;3;0.000348;1;15;0.05818;0
"анисимовская дорога";6;6;5;0.328907;0.350846;0;0.011584;0.011584;3;0.000348;1;15;0.05818;0
"рябовское шоссе";10;10;5;0.326677;0.352288;0.000132;0.009511;0.009511;3;0.000545;0.644444;29;0.048879;0
"автобусный переулок";29;29;5;0.323991;0.35767;0.000071;0.02173;0.021729;5;0.000997;0.753695;306;0.150244;0
"автобусная улица";29;29;5;0.323991;0.35767;0.000071;0.02173;0.021729;5;0.000997;0.753695;306;0.150244;0
"ново-никитская улица";9;9;5;0.297121;0.318916;0;0.005925;0.005925;5;0.000423;1;36;0.043384;0
"шуваловский проспект";61;61;5;0.360649;0.405306;0.001949;0.025156;0.025155;5;0.001994;0.442938;784;0.211882;0
"вербная улица";48;48;5;0.357378;0.396367;0.003517;0.026629;0.026629;5;0.001644;0.492908;556;0.198345;0
"афонская улица";47;47;5;0.357231;0.39579;0.003498;0.026312;0.026311;5;0.001613;0.493987;534;0.195256;0
"улица аккуратова";42;42;5;0.336438;0.37599;0.002138;0.022953;0.022953;5;0.001487;0.518002;446;0.167046;0
"фермское шоссе";42;42;5;0.336438;0.37599;0.002138;0.022953;0.022953;5;0.001487;0.518002;446;0.167046;0
"скобелевский проспект";42;42;5;0.336438;0.37599;0.002138;0.022953;0.022953;5;0.001487;0.518002;446;0.167046;0
"северная площадь";44;44;5;0.367373;0.404537;0.00071;0.033562;0.033561;3;0.001443;0.549683;520;0.222028;0
"комендантская площадь";50;50;4;0.365514;0.40494;0.001934;0.018674;0.018674;5;0.001729;0.479184;587;0.164611;0
"комендантский проспект";40;40;4;0.357969;0.393118;0.00116;0.016323;0.016322;5;0.001426;0.529487;413;0.139329;0
"проспект королёва";42;42;5;0.360349;0.395309;0.000827;0.016972;0.016971;5;0.001403;0.602439;494;0.149226;0
"улица шаврова";31;31;5;0.32717;0.358151;0.000258;0.011781;0.01178;5;0.001115;0.660215;307;0.105876;0
"проспект авиаконструкторов";36;36;5;0.353589;0.386467;0.000597;0.014696;0.014696;5;0.001226;0.635294;378;0.128246;0
"глухарская улица";37;37;5;0.354022;0.388197;0.000629;0.015979;0.015979;5;0.001314;0.603604;402;0.136159;0
"долгоозёрная улица";17;17;5;0.330286;0.357151;0;0.008289;0.008289;5;0.00069;1;136;0.06906;0
"ольховая улица";17;17;5;0.330286;0.357151;0;0.008289;0.008289;5;0.00069;1;136;0.06906;0
"солунская улица";17;17;5;0.330286;0.357151;0;0.008289;0.008289;5;0.00069;1;136;0.06906;0
3-я линия 1-й половины;17;17;5;0.330286;0.357151;0;0.008289;0.008289;5;0.00069;1;136;0.06906;0
"мебельная улица";16;16;5;0.287372;0.311419;0.000002;0.006136;0.006136;5;0.000645;0.933333;112;0.056582;0
"богатырский проспект";54;54;5;0.364286;0.406459;0.001191;0.030417;0.030416;5;0.001766;0.490566;702;0.229825;0
"камышовая улица";37;37;5;0.358264;0.391561;0.000631;0.015218;0.015217;5;0.001234;0.679365;428;0.134844;0
"улица ильюшина";35;35;5;0.358264;0.391561;0.000631;0.015218;0.015217;5;0.001232;0.663866;395;0.131868;0
"торфяная дорога";36;36;4;0.370196;0.403691;0.000976;0.02351;0.02351;5;0.001229;0.584127;368;0.170029;0
"улица уточкина";40;40;4;0.36398;0.399173;0.000966;0.016482;0.016481;5;0.0014;0.594872;464;0.144639;0
"серебристый бульвар";17;17;5;0.321946;0.345559;0;0.007538;0.007537;5;0.00067;1;136;0.06814;0
"проспект сизова";17;17;5;0.321946;0.345559;0;0.007538;0.007537;5;0.00067;1;136;0.06814;0
"проспект авиакострукторов";12;12;5;0.286896;0.30892;0;0.004535;0.004535;5;0.000535;1;66;0.042115;0
"улица летчика паршина";13;13;5;0.286991;0.309496;0;0.004865;0.004865;5;0.000564;0.987179;77;0.045398;0
"улица академика харитона";26;26;5;0.288615;0.317762;0.000153;0.008023;0.008022;5;0.001038;0.627692;204;0.073494;0
"стародеревенская улица";33;33;5;0.357969;0.390408;0.000595;0.014595;0.014594;5;0.001171;0.691288;365;0.126491;0
"шуваловский проспет";13;13;5;0.287086;0.309689;0;0.005157;0.005157;5;0.000553;1;78;0.04757;0
"площадь сикорского";29;29;5;0.33359;0.366474;0.000077;0.013054;0.013054;5;0.001039;0.753695;306;0.112445;0
"проспект королева";26;26;5;0.332057;0.362245;0.000041;0.010879;0.010879;5;0.000895;0.86;258;0.095283;0
"долгоозерная улица";24;24;5;0.332057;0.362245;0.000041;0.010879;0.010879;5;0.000892;0.851449;235;0.093134;0
"дорога в каменку";20;20;5;0.331549;0.359938;0;0.009251;0.009251;5;0.000773;1;190;0.079097;0
"суздальское шоссе";20;20;5;0.331549;0.359938;0;0.009251;0.009251;5;0.000773;1;190;0.079097;0
"улица хошимина";37;37;4;0.375325;0.410035;0.002267;0.014294;0.014294;5;0.001461;0.451952;301;0.121644;0
"улица жени егоровой";28;28;4;0.344732;0.377643;0.00045;0.012333;0.012332;5;0.001051;0.671958;254;0.103925;0
"приморский проспект";32;32;4;0.359155;0.389754;0.009183;0.010552;0.010552;6;0.001351;0.483871;240;0.0912;0
"горское шоссе";10;10;5;0.308651;0.327951;0;0.003023;0.003022;5;0.000425;1;36;0.028464;0
"левашовское шоссе";10;10;5;0.308651;0.327951;0;0.003023;0.003022;5;0.000425;1;36;0.028464;0
"липовая аллея";27;27;4;0.368622;0.398308;0.00046;0.021233;0.021232;5;0.000947;0.754986;265;0.146534;0
"улица черкасова";31;31;5;0.358116;0.389831;0.00025;0.023913;0.023912;3;0.001085;0.673118;313;0.160187;0
"киришская улица";31;31;5;0.358116;0.389831;0.00025;0.023913;0.023912;3;0.001085;0.673118;313;0.160187;0
"тимуровская улица";34;34;5;0.3611;0.39406;0.000314;0.028073;0.028073;3;0.001148;0.664884;373;0.179756;0
"нартовская улица";26;26;5;0.352582;0.382795;0.000056;0.027673;0.027673;3;0.000891;0.8;260;0.16412;0
"меншиковский проспект";26;26;5;0.352582;0.382795;0.000056;0.027673;0.027673;3;0.000891;0.8;260;0.16412;0
"шафировский проспект";26;26;5;0.352582;0.382795;0.000056;0.027673;0.027673;3;0.000891;0.8;260;0.16412;0
"улица софьи ковалевской";17;17;5;0.333205;0.35915;0.000003;0.018221;0.018221;3;0.000641;0.933824;127;0.107444;0
"пискаревский проспект- брюсовская улица";19;19;5;0.342147;0.369243;0;0.01775;0.01775;3;0.00071;1;171;0.108123;0
"проспект непокоренных";19;19;5;0.342147;0.369243;0;0.01775;0.01775;3;0.00071;1;171;0.108123;0
"набережная реки фонтанки";16;16;5;0.315273;0.33885;0;0.003078;0.003078;6;0.000877;1;120;0.024929;0
"улица белинского";16;16;5;0.315273;0.33885;0;0.003078;0.003078;6;0.000877;1;120;0.024929;0
"литейный проспект";16;16;5;0.315273;0.33885;0;0.003078;0.003078;6;0.000877;1;120;0.024929;0
"пироговская набережная";16;16;5;0.315273;0.33885;0;0.003078;0.003078;6;0.000877;1;120;0.024929;0
"выборгская набережная";16;16;5;0.315273;0.33885;0;0.003078;0.003078;6;0.000877;1;120;0.024929;0
"зсд";16;16;5;0.315273;0.33885;0;0.003078;0.003078;6;0.000877;1;120;0.024929;0
e18;16;16;5;0.315273;0.33885;0;0.003078;0.003078;6;0.000877;1;120;0.024929;0
e75;16;16;5;0.315273;0.33885;0;0.003078;0.003078;6;0.000877;1;120;0.024929;0
hämeentie;16;16;5;0.315273;0.33885;0;0.003078;0.003078;6;0.000877;1;120;0.024929;0
sturenkatu;16;16;5;0.315273;0.33885;0;0.003078;0.003078;6;0.000877;1;120;0.024929;0
helsinginkatu;16;16;5;0.315273;0.33885;0;0.003078;0.003078;6;0.000877;1;120;0.024929;0
mannerheimintie;16;16;5;0.315273;0.33885;0;0.003078;0.003078;6;0.000877;1;120;0.024929;0
pohjoinen rautatiekatu;16;16;5;0.315273;0.33885;0;0.003078;0.003078;6;0.000877;1;120;0.024929;0
eteläinen rautatiekatu;16;16;5;0.315273;0.33885;0;0.003078;0.003078;6;0.000877;1;120;0.024929;0
"шотландское шоссе";7;7;5;0.303997;0.323068;0;0.004323;0.004323;4;0.000407;1;21;0.023945;0
"боровая улица";10;10;5;0.294497;0.316494;0;0.008016;0.008016;1;0.000451;1;45;0.045236;0
"павловск";8;8;4;0.326185;0.344579;0;0.004141;0.004141;1;0.000396;1;21;0.031081;0
"тярлево";8;8;4;0.326185;0.344579;0;0.004141;0.004141;1;0.000396;1;21;0.031081;0
"звездная улица";8;8;5;0.28987;0.310611;0;0.004329;0.004329;1;0.000441;1;28;0.027373;0
"алмазный мост";8;8;5;0.28987;0.310611;0;0.004329;0.004329;1;0.000441;1;28;0.027373;0
"улица пограничников";25;25;4;0.33462;0.360534;0.000289;0.001941;0.001941;2;0.00115;0.79;237;0.039476;0
"набережная реки сестры";25;25;4;0.33462;0.360534;0.000289;0.001941;0.001941;2;0.00115;0.79;237;0.039476;0
"улица борисова";27;27;4;0.334878;0.361688;0.000334;0.001991;0.001991;2;0.001239;0.740741;260;0.041093;0
"улица мосина";27;27;4;0.334878;0.361688;0.000334;0.001991;0.001991;2;0.001239;0.740741;260;0.041093;0
2-я поперечная улица;25;25;5;0.344869;0.37228;0.004392;0.006587;0.006587;2;0.001143;0.61;183;0.05639;0
2-я тарховская улица;16;16;5;0.303997;0.324894;0;0.001273;0.001273;2;0.00079;1;120;0.026175;0
"тарховский проспект";19;19;5;0.313676;0.336909;0.000009;0.001537;0.001537;2;0.000904;0.982456;168;0.031004;0
"федотовская дорожка";19;19;5;0.313676;0.336909;0.000009;0.001537;0.001537;2;0.000904;0.982456;168;0.031004;0
"проспект красных командиров";19;19;5;0.313676;0.336909;0.000009;0.001537;0.001537;2;0.000904;0.982456;168;0.031004;0
"большая горская улица";19;19;5;0.313676;0.336909;0.000009;0.001537;0.001537;2;0.000904;0.982456;168;0.031004;0
"проспект муромцева";19;19;5;0.313676;0.336909;0.000009;0.001537;0.001537;2;0.000904;0.982456;168;0.031004;0
"жуков переулок";18;18;5;0.313562;0.336332;0;0.001512;0.001512;2;0.000862;1;153;0.030134;0
3-я тарховская улица;18;18;5;0.313562;0.336332;0;0.001512;0.001512;2;0.000862;1;153;0.030134;0
"улица токарева";17;17;5;0.316886;0.340369;0.000002;0.001425;0.001425;2;0.000839;0.941176;128;0.028943;0
"транспортная улица";19;19;5;0.316886;0.340369;0.000002;0.001425;0.001425;2;0.000844;0.947712;145;0.029907;0
"дегтярёв переулок";15;15;5;0.316654;0.339216;0;0.001375;0.001375;2;0.00075;1;105;0.027326;0
"улица инструментальщиков";17;17;5;0.316886;0.340369;0.000002;0.001425;0.001425;2;0.000839;0.941176;128;0.028943;0
"приморского шоссе";15;15;5;0.316654;0.339216;0;0.001375;0.001375;2;0.00075;1;105;0.027326;0
"приморское шоссе- транспортная улица";13;13;5;0.316423;0.338062;0;0.001296;0.001296;2;0.000673;1;78;0.024726;0
"приморское шоссе боковой проезд приморского шоссе";13;13;5;0.316423;0.338062;0;0.001296;0.001296;2;0.000673;1;78;0.024726;0
"сестрорецкое шоссе";10;10;4;0.349034;0.370338;0;0.002557;0.002557;2;0.000542;1;45;0.03103;0
"лесной проспект";7;7;5;0.334749;0.355113;0;0.005096;0.005095;3;0.0004;1;21;0.035133;0
"улица академика лебедева";7;7;5;0.334749;0.355113;0;0.005096;0.005095;3;0.0004;1;21;0.035133;0
"лесопарковая улица";6;6;5;0.306794;0.326374;0;0.005179;0.005179;3;0.000393;1;15;0.026686;0
"поперечная улица";6;6;5;0.306794;0.326374;0;0.005179;0.005179;3;0.000393;1;15;0.026686;0
"ржевская улица";5;5;5;0.305605;0.323606;0;0.005298;0.005298;3;0.000333;1;10;0.026541;0
"челябинская улица";18;18;5;0.349315;0.376567;0.000563;0.017782;0.017781;3;0.000733;0.614379;94;0.099264;0
"дорога к ксм";16;16;5;0.34323;0.366763;0;0.006876;0.006876;7;0.000665;1;120;0.056353;0
"дорога на дск";16;16;5;0.34323;0.366763;0;0.006876;0.006876;7;0.000665;1;120;0.056353;0
"карлинский путепровод";10;10;4;0.35087;0.368128;0;0.004148;0.004148;1;0.000523;1;45;0.03778;0
"малое карлино";10;10;4;0.35087;0.368128;0;0.004148;0.004148;1;0.000523;1;45;0.03778;0
"садовая улица – детскосельская улица";14;14;4;0.350303;0.368704;0;0.004926;0.004926;1;0.000658;1;91;0.047794;0
"старогатчинское шоссе";12;12;4;0.343911;0.361496;0;0.005076;0.005076;1;0.000575;1;66;0.046493;0
"улица шишкина";7;7;4;0.344732;0.365725;0;0.004719;0.004719;3;0.000396;1;21;0.036355;0
"токсовская улица";20;20;5;0.333718;0.361073;0.000018;0.01774;0.01774;3;0.000775;0.805263;153;0.104448;0
"токсовский тоннель";20;20;5;0.333718;0.361073;0.000018;0.01774;0.01774;3;0.000775;0.805263;153;0.104448;0
"придорожная аллея";23;23;5;0.344732;0.373664;0.000115;0.019552;0.019552;3;0.000866;0.632411;160;0.117995;0
"сиреневый бульвар";18;18;5;0.340267;0.367224;0.000036;0.01622;0.01622;3;0.000708;0.738562;113;0.094932;0
"улица бутлерова";11;11;5;0.323387;0.34727;0;0.011558;0.011558;3;0.00048;1;55;0.066374;0
"васнецовский проспект";13;13;5;0.332821;0.357036;0;0.012829;0.012829;3;0.000549;1;78;0.074578;0
"челябинский мост";13;13;5;0.332821;0.357036;0;0.012829;0.012829;3;0.000549;1;78;0.074578;0
"улица руднева";19;19;5;0.340936;0.365975;0.000051;0.013162;0.013162;3;0.000698;0.699346;107;0.084612;0
"поэтический бульвар";10;10;5;0.333205;0.354248;0;0.007725;0.007724;3;0.000476;1;45;0.0467;0
"кушелевская дорога";10;10;5;0.333205;0.354248;0;0.007725;0.007724;3;0.000476;1;45;0.0467;0
"зеленогорск";11;11;5;0.33462;0.354998;0;0.002665;0.002665;5;0.000597;1;55;0.02633;0
"комарово";11;11;5;0.33462;0.354998;0;0.002665;0.002665;5;0.000597;1;55;0.02633;0
"репино";11;11;5;0.33462;0.354998;0;0.002665;0.002665;5;0.000597;1;55;0.02633;0
"солнечное";11;11;5;0.33462;0.354998;0;0.002665;0.002665;5;0.000597;1;55;0.02633;0
"лахтинский проспект";15;15;5;0.338144;0.361726;0.000025;0.003887;0.003887;5;0.000718;0.761905;80;0.038072;0
"карельский переулок";11;11;5;0.33462;0.354998;0;0.002665;0.002665;5;0.000597;1;55;0.02633;0
"удельный проспект";13;13;6;0.277885;0.298539;0;0.003313;0.003313;5;0.000636;1;78;0.029694;0
"поклонногорская улица";13;13;6;0.277885;0.298539;0;0.003313;0.003313;5;0.000636;1;78;0.029694;0
"большая озёрная улица";13;13;6;0.277885;0.298539;0;0.003313;0.003313;5;0.000636;1;78;0.029694;0
"приморская улица";13;13;6;0.277885;0.298539;0;0.003313;0.003313;5;0.000636;1;78;0.029694;0
"новоорловская улица";13;13;6;0.277885;0.298539;0;0.003313;0.003313;5;0.000636;1;78;0.029694;0
"заповедная улица";13;13;6;0.277885;0.298539;0;0.003313;0.003313;5;0.000636;1;78;0.029694;0
"заповедная аллея";13;13;6;0.277885;0.298539;0;0.003313;0.003313;5;0.000636;1;78;0.029694;0
"парголово";29;29;5;0.339867;0.369992;0.000189;0.019965;0.019965;3;0.00098;0.525362;145;0.134018;0
8-й верхний переулок;13;13;5;0.333462;0.358362;0;0.009404;0.009404;3;0.000581;1;78;0.061438;0
6-й верхний переулок;13;13;5;0.333462;0.358362;0;0.009404;0.009404;3;0.000581;1;78;0.061438;0
"домостроительная улица";13;13;5;0.333462;0.358362;0;0.009404;0.009404;3;0.000581;1;78;0.061438;0
5-й верхний переулок;13;13;5;0.333462;0.358362;0;0.009404;0.009404;3;0.000581;1;78;0.061438;0
1-й верхний переулок;20;20;4;0.345006;0.372165;0.00023;0.013131;0.013131;3;0.000755;0.735294;100;0.088123;0
"бугровский путепровод";18;18;4;0.345006;0.372165;0.00023;0.010843;0.010843;3;0.000752;0.735294;100;0.073452;0
"новоприозерское шоссе";13;13;4;0.337748;0.362841;0;0.006752;0.006751;3;0.00057;1;66;0.054625;0
"подъезд к трк ""мега парнас""";13;13;4;0.337748;0.362841;0;0.006752;0.006751;3;0.00057;1;66;0.054625;0
"порошкино";13;13;4;0.337748;0.362841;0;0.006752;0.006751;3;0.00057;1;66;0.054625;0
"юкки";13;13;4;0.337748;0.362841;0;0.006752;0.006751;3;0.00057;1;66;0.054625;0
"парнасский путепровод";10;10;5;0.324963;0.347924;0;0.008468;0.008468;3;0.000465;1;45;0.055431;0
"улица корнея чуковского";9;9;5;0.322065;0.345213;0;0.008835;0.008835;3;0.00044;1;36;0.052639;0
"проспект маршака";9;9;5;0.322065;0.345213;0;0.008835;0.008835;3;0.00044;1;36;0.052639;0
"улица ломоносова";10;10;5;0.334104;0.350135;0;0.004142;0.004142;1;0.000509;1;45;0.037488;0
"дорога к казанскому кладбищу";13;13;5;0.33462;0.352057;0;0.004774;0.004774;1;0.000617;1;78;0.043981;0
"кудрово";1;1;5;0.284542;0.296963;0;0.000318;0.000318;7;0.00021;0;0;0.004027;0
"верхняя улица";7;7;4;0.323507;0.344867;0;0.003983;0.003983;3;0.000415;1;21;0.028431;0
"бугры";7;7;4;0.323507;0.344867;0;0.003983;0.003983;3;0.000415;1;21;0.028431;0
"нелидово";3;3;5;0.284729;0.298116;0;0.000331;0.000331;7;0.000489;1;3;0.004652;0
"западная двина";3;3;5;0.284729;0.298116;0;0.000331;0.000331;7;0.000489;1;3;0.004652;0
"торопец";3;3;5;0.284729;0.298116;0;0.000331;0.000331;7;0.000489;1;3;0.004652;0
"тельмана";12;12;5;0.317582;0.337447;0.000052;0.00245;0.00245;7;0.000501;0.872727;48;0.029935;0
"караваевская улица";11;11;5;0.302618;0.322107;0;0.002145;0.002145;7;0.00047;1;45;0.027169;0
"ушково";8;8;5;0.285197;0.301;0;0.000369;0.000369;7;0.000844;1;28;0.006915;0
"серово  молодёжное";8;8;5;0.285197;0.301;0;0.000369;0.000369;7;0.000844;1;28;0.006915;0
"смолячково";8;8;5;0.285197;0.301;0;0.000369;0.000369;7;0.000844;1;28;0.006915;0
"приветнинское";8;8;5;0.285197;0.301;0;0.000369;0.000369;7;0.000844;1;28;0.006915;0
"песочное";8;8;5;0.285197;0.301;0;0.000369;0.000369;7;0.000844;1;28;0.006915;0
"пески";8;8;5;0.285197;0.301;0;0.000369;0.000369;7;0.000844;1;28;0.006915;0
"боровое";8;8;5;0.285197;0.301;0;0.000369;0.000369;7;0.000844;1;28;0.006915;0
"озерки";8;8;5;0.285197;0.301;0;0.000369;0.000369;7;0.000844;1;28;0.006915;0
"левашово";6;6;5;0.321707;0.342734;0;0.004308;0.004308;3;0.000358;1;15;0.031795;0
"дорога на каменку";6;6;5;0.321707;0.342734;0;0.004308;0.004308;3;0.000358;1;15;0.031795;0
"тихоокеанская улица";7;7;5;0.342282;0.363014;0;0.004404;0.004404;3;0.00044;1;21;0.033605;0
"марьино";2;2;5;0.284636;0.297539;0;0.000324;0.000324;7;0.000366;1;1;0.004323;0
"ольгино";2;2;5;0.284636;0.297539;0;0.000324;0.000324;7;0.000366;1;1;0.004323;0
"коннолахтинский проспект";7;7;5;0.268089;0.282641;0;0.000126;0.000126;2;0.000922;1;21;0.003453;0
1-я конная лахта;7;7;5;0.268089;0.282641;0;0.000126;0.000126;2;0.000922;1;21;0.003453;0
3-я конная лахта;7;7;5;0.268089;0.282641;0;0.000126;0.000126;2;0.000922;1;21;0.003453;0
"коннолахтинская дорога";7;7;5;0.268089;0.282641;0;0.000126;0.000126;2;0.000922;1;21;0.003453;0
"ивинская улица";7;7;5;0.268089;0.282641;0;0.000126;0.000126;2;0.000922;1;21;0.003453;0
"юнтоловский проспект";7;7;5;0.268089;0.282641;0;0.000126;0.000126;2;0.000922;1;21;0.003453;0
"гладышевский проспект";7;7;5;0.268089;0.282641;0;0.000126;0.000126;2;0.000922;1;21;0.003453;0
"дорога на александровку";3;3;5;0.299585;0.313725;0;0.00062;0.00062;1;0.000339;1;3;0.006609;0
"александровская";3;3;5;0.299585;0.313725;0;0.00062;0.00062;1;0.000339;1;3;0.006609;0
"проспект будённого";3;3;6;0.236691;0.245944;0;0.00011;0.00011;4;0.000424;1;3;0.001758;0
"улица свердлова";3;3;6;0.236691;0.245944;0;0.00011;0.00011;4;0.000424;1;3;0.001758;0
"заячий проспект";5;5;5;0.255677;0.268185;0;0.000228;0.000228;4;0.000445;1;10;0.004623;0
3-й рыбацкий проезд;3;3;5;0.271957;0.284064;0;0.000298;0.000298;7;0.000356;1;3;0.003084;0
4-й рыбацкий проезд;3;3;5;0.271957;0.284064;0;0.000298;0.000298;7;0.000356;1;3;0.003084;0
"вознесенское шоссе";4;4;5;0.253361;0.26263;0;0.000038;0.000038;7;0.000766;1;6;0.001424;0
"понтонная улица";4;4;5;0.253361;0.26263;0;0.000038;0.000038;7;0.000766;1;6;0.001424;0
"понтонный проезд";4;4;5;0.253361;0.26263;0;0.000038;0.000038;7;0.000766;1;6;0.001424;0
"колпинская улица";4;4;5;0.253361;0.26263;0;0.000038;0.000038;7;0.000766;1;6;0.001424;0
